"002244.SZ","房地产","房地产开发管理"
"002245.SZ","交通运输","公交物流"
"002246.SZ","基础化工","化学制品"
"002247.SZ","建材","其他建材"
"002248.SZ","机械","通用设备"
"002249.SZ","机械","通用设备"
"002250.SZ","基础化工","化学原料"
"002251.SZ","商贸零售","零售"
"002252.SZ","医药","生物医药"
"002253.SZ","计算机","计算机软件"
"002254.SZ","基础化工","合成纤维及树脂"
"002255.SZ","机械","通用设备"
"002256.SZ","基础化工","化学制品"
"002258.SZ","基础化工","农用化工"
"002259.SZ","农林牧渔","林业"
"002260.SZ","家电","小家电"
"002261.SZ","通信","增值服务"
"002262.SZ","医药","化学制药"
"002263.SZ","基础化工","化学制品"
"002264.SZ","商贸零售","零售"
"002265.SZ","汽车","汽车零部件"
"002266.SZ","电力设备","电站设备"
"002267.SZ","电力及公用事业","环保及公用事业"
"002268.SZ","计算机","计算机硬件"
"002269.SZ","纺织服装","品牌服饰"
"002270.SZ","机械","通用设备"
"002271.SZ","建材","其他建材"
"002272.SZ","机械","通用设备"
"002273.SZ","电子元器件","其他元器件"
"002274.SZ","基础化工","农用化工"
"002275.SZ","医药","生物医药"
"002276.SZ","电力设备","输变电设备"
"002277.SZ","商贸零售","零售"
"002278.SZ","机械","其他专用设备"
"002279.SZ","计算机","计算机软件"
"002280.SZ","计算机","计算机软件"
"002281.SZ","通信","通信设备制造"
"002282.SZ","机械","金属制品"
"002283.SZ","汽车","汽车零部件"
"002284.SZ","汽车","汽车零部件"
"002285.SZ","房地产","房地产服务"
"002286.SZ","农林牧渔","农业"
"002287.SZ","医药","中药生产"
"002288.SZ","电子元器件","其他元器件"
"002289.SZ","电子元器件","其他元器件"
"002290.SZ","机械","通用设备"
"002291.SZ","纺织服装","品牌服饰"
"002292.SZ","传媒","传媒"
"002293.SZ","纺织服装","纺织制造"
"002294.SZ","医药","化学制药"
"002295.SZ","有色金属","工业金属"
"002296.SZ","通信","通信设备制造"
"002297.SZ","汽车","汽车零部件"
"002298.SZ","电子元器件","其他元器件"
"002299.SZ","农林牧渔","牧业"
"002300.SZ","电子元器件","其他元器件"
"002301.SZ","轻工制造","其他轻工"
"002302.SZ","建材","水泥"
"002303.SZ","轻工制造","其他轻工"
"002304.SZ","食品饮料","白酒"
"002305.SZ","房地产","房地产开发管理"
"002306.SZ","餐饮旅游","酒店及餐饮"
"002307.SZ","建筑","建筑施工"
"002308.SZ","计算机","计算机硬件"
"002309.SZ","通信","通信设备制造"
"002310.SZ","建筑","建筑施工"
"002311.SZ","农林牧渔","牧业"
"002312.SZ","计算机","计算机硬件"
"002313.SZ","通信","通信设备制造"
"002314.SZ","建筑","建筑施工"
"002315.SZ","传媒","传媒"
"002316.SZ","通信","通信设备制造"
"002317.SZ","医药","中药生产"
"002318.SZ","钢铁","其他钢铁"
"002319.SZ","基础化工","化学制品"
"002320.SZ","交通运输","航运港口"
"002321.SZ","农林牧渔","牧业"
"002322.SZ","电力设备","输变电设备"
"002323.SZ","电力设备","输变电设备"
"002324.SZ","基础化工","化学制品"
"002325.SZ","建筑","建筑装修"
"002326.SZ","电子元器件","其他元器件"
"002327.SZ","纺织服装","纺织制造"
"002328.SZ","汽车","汽车零部件"
"002329.SZ","食品饮料","食品"
"002330.SZ","食品饮料","食品"
"002331.SZ","计算机","计算机软件"
"002332.SZ","医药","化学制药"
"002333.SZ","建材","其他建材"
"002334.SZ","电力设备","输变电设备"
"002335.SZ","通信","通信设备制造"
"002336.SZ","商贸零售","零售"
"002337.SZ","机械","通用设备"
"002338.SZ","机械","仪器仪表"
"002339.SZ","电力设备","输变电设备"
"002340.SZ","有色金属","稀有金属"
"002341.SZ","电子元器件","电子设备"
"002342.SZ","机械","金属制品"
"002343.SZ","基础化工","化学原料"
"002344.SZ","商贸零售","贸易"
"002345.SZ","商贸零售","零售"
"002346.SZ","建材","水泥"
"002347.SZ","机械","通用设备"
"002348.SZ","轻工制造","其他轻工"
"002349.SZ","医药","中药生产"
"002350.SZ","电力设备","输变电设备"
"002351.SZ","电子元器件","电子设备"
"002352.SZ","机械","金属制品"
"002353.SZ","石油石化","油田服务"
"002354.SZ","农林牧渔","林业"
"002355.SZ","汽车","汽车零部件"
"002356.SZ","电力设备","输变电设备"
"002357.SZ","交通运输","公交物流"
"002358.SZ","电力设备","输变电设备"
"002359.SZ","通信","通信设备制造"
"002360.SZ","基础化工","化学制品"
"002361.SZ","基础化工","合成纤维及树脂"
"002362.SZ","计算机","计算机软件"
"002363.SZ","机械","通用设备"
"002364.SZ","电力设备","输变电设备"
"002365.SZ","医药","化学制药"
"002366.SZ","家电","白色家电"
"002367.SZ","机械","工程机械"
"002368.SZ","计算机","IT服务"
"002369.SZ","电子元器件","电子设备"
"002370.SZ","医药","化学制药"
"002371.SZ","电子元器件","电子设备"
"002372.SZ","建材","其他建材"
"002373.SZ","计算机","IT服务"
"002374.SZ","轻工制造","其他轻工"
"002375.SZ","建筑","建筑装修"
"002376.SZ","计算机","计算机硬件"
"002377.SZ","石油石化","石油化工"
"002378.SZ","有色金属","稀有金属"
"002379.SZ","有色金属","工业金属"
"002380.SZ","计算机","计算机软件"
"002381.SZ","基础化工","化学制品"
"002382.SZ","基础化工","化学制品"
"002383.SZ","计算机","计算机硬件"
"002384.SZ","机械","通用设备"
"002385.SZ","农林牧渔","牧业"
"002386.SZ","基础化工","化学原料"
"002387.SZ","食品饮料","其他饮料"
"002388.SZ","电子元器件","半导体"
"002389.SZ","电子元器件","其他元器件"
"002390.SZ","医药","中药生产"
"002391.SZ","基础化工","农用化工"
"002392.SZ","建材","其他建材"
"002393.SZ","医药","化学制药"
"002394.SZ","纺织服装","纺织制造"
"002395.SZ","基础化工","化学原料"
"002396.SZ","通信","通信设备制造"
"002397.SZ","纺织服装","纺织制造"
"002398.SZ","建筑","建筑施工"
"002399.SZ","医药","化学制药"
"002400.SZ","传媒","传媒"
"002401.SZ","计算机","IT服务"
"002402.SZ","电子元器件","其他元器件"
"002403.SZ","家电","小家电"
"002404.SZ","纺织服装","纺织制造"
"002405.SZ","计算机","计算机软件"
"002406.SZ","机械","通用设备"
"002407.SZ","基础化工","化学原料"
"002408.SZ","石油石化","石油化工"
"002409.SZ","基础化工","化学原料"
"002410.SZ","计算机","计算机软件"
"002411.SZ","基础化工","化学原料"
"002412.SZ","医药","中药生产"
"002413.SZ","家电","白色家电"
"002414.SZ","电子元器件","电子设备"
"002415.SZ","电子元器件","电子设备"
"002416.SZ","商贸零售","零售"
"002417.SZ","通信","通信设备制造"
"002418.SZ","机械","其他专用设备"
"002419.SZ","商贸零售","零售"
"002420.SZ","家电","黑色家电"
"002421.SZ","计算机","计算机软件"
"002422.SZ","医药","化学制药"
"002423.SZ","钢铁","其他钢铁"
"002424.SZ","医药","中药生产"
"002425.SZ","纺织服装","品牌服饰"
"002426.SZ","机械","通用设备"
"002427.SZ","基础化工","化学制品"
"002428.SZ","有色金属","稀有金属"
"002429.SZ","家电","黑色家电"
"002430.SZ","机械","其他专用设备"
"002431.SZ","农林牧渔","林业"
"002432.SZ","医药","其他医药医疗"
"002433.SZ","医药","中药生产"
"002434.SZ","汽车","汽车零部件"
"002435.SZ","机械","通用设备"
"002436.SZ","电子元器件","其他元器件"
"002437.SZ","医药","化学制药"
"002438.SZ","机械","通用设备"
"002439.SZ","计算机","计算机软件"
"002440.SZ","基础化工","化学制品"
"002441.SZ","商贸零售","贸易"
"002442.SZ","基础化工","化学原料"
"002443.SZ","商贸零售","零售"
"002444.SZ","机械","通用设备"
"002445.SZ","机械","通用设备"
"002446.SZ","通信","通信设备制造"
"002447.SZ","农林牧渔","渔业"
"002448.SZ","汽车","汽车零部件"
"002449.SZ","电子元器件","电子设备"
"002450.SZ","基础化工","化学制品"
"002451.SZ","电力设备","输变电设备"
"002452.SZ","电力设备","电站设备"
"002453.SZ","基础化工","化学原料"
"002454.SZ","汽车","汽车零部件"
"002455.SZ","基础化工","化学原料"
"002456.SZ","电子元器件","电子设备"
"002457.SZ","建材","水泥"
"002458.SZ","农林牧渔","牧业"
"002459.SZ","机械","其他专用设备"
"002460.SZ","有色金属","稀有金属"
"002461.SZ","食品饮料","其他饮料"
"002462.SZ","医药","其他医药医疗"
"002463.SZ","电子元器件","其他元器件"
"002464.SZ","基础化工","化学制品"
"002465.SZ","通信","通信设备制造"
"002466.SZ","有色金属","稀有金属"
"002467.SZ","通信","增值服务"
"002468.SZ","机械","金属制品"
"002469.SZ","石油石化","油田服务"
"002470.SZ","基础化工","农用化工"
"002471.SZ","电力设备","输变电设备"
"002472.SZ","机械","通用设备"
"002473.SZ","家电","白色家电"
"002474.SZ","计算机","IT服务"
"002475.SZ","电子元器件","其他元器件"
"002476.SZ","基础化工","化学原料"
"002477.SZ","农林牧渔","牧业"
"002478.SZ","钢铁","普钢"
"002479.SZ","电力及公用事业","环保及公用事业"
"002480.SZ","机械","运输设备"
"002481.SZ","农林牧渔","农业"
"002482.SZ","建筑","建筑装修"
"002483.SZ","机械","通用设备"
"002484.SZ","电子元器件","其他元器件"
"002485.SZ","纺织服装","品牌服饰"
"002486.SZ","纺织服装","品牌服饰"
"002487.SZ","电力设备","电站设备"
"002488.SZ","汽车","汽车零部件"
"002489.SZ","轻工制造","其他轻工"
"002490.SZ","机械","其他专用设备"
"002491.SZ","通信","通信设备制造"
"002492.SZ","交通运输","航运港口"
"002493.SZ","石油石化","石油化工"
"002494.SZ","纺织服装","品牌服饰"
"002495.SZ","食品饮料","食品"
"002496.SZ","基础化工","农用化工"
"002497.SZ","基础化工","化学制品"
"002498.SZ","电力设备","输变电设备"
"002499.SZ","机械","其他专用设备"
"002500.SZ","非银行金融","证券"
"002501.SZ","有色金属","工业金属"
"002502.SZ","轻工制造","其他轻工"
"002503.SZ","纺织服装","品牌服饰"
"002504.SZ","电子元器件","半导体"
"002505.SZ","农林牧渔","牧业"
"002506.SZ","电子元器件","半导体"
"002507.SZ","食品饮料","食品"
"002508.SZ","家电","白色家电"
"002509.SZ","机械","其他专用设备"
"002510.SZ","汽车","汽车零部件"
"002511.SZ","轻工制造","造纸"
"002512.SZ","计算机","计算机硬件"
"002513.SZ","基础化工","农用化工"
"002514.SZ","机械","金属制品"
"002515.SZ","食品饮料","食品"
"002516.SZ","纺织服装","纺织制造"
"002517.SZ","纺织服装","纺织制造"
"002518.SZ","计算机","计算机硬件"
"002519.SZ","家电","黑色家电"
"002520.SZ","机械","通用设备"
"002521.SZ","轻工制造","造纸"
"002522.SZ","基础化工","化学制品"
"002523.SZ","机械","通用设备"
"002524.SZ","建筑","建筑施工"
"002526.SZ","机械","其他专用设备"
"002527.SZ","电子元器件","电子设备"
"002528.SZ","电子元器件","电子设备"
"002529.SZ","机械","其他专用设备"
"002530.SZ","机械","通用设备"
"002531.SZ","电力设备","新能源设备"
"002532.SZ","机械","通用设备"
"002533.SZ","电力设备","输变电设备"
"002534.SZ","机械","通用设备"
"002535.SZ","机械","工程机械"
"002536.SZ","汽车","汽车零部件"
"002537.SZ","家电","白色家电"
"002538.SZ","基础化工","农用化工"
"002539.SZ","基础化工","农用化工"
"002540.SZ","有色金属","工业金属"
"002541.SZ","建筑","建筑施工"
"002542.SZ","建筑","建筑施工"
"002543.SZ","家电","小家电"
"002544.SZ","计算机","IT服务"
"002545.SZ","钢铁","普钢"
"002546.SZ","计算机","计算机硬件"
"002547.SZ","有色金属","工业金属"
"002548.SZ","农林牧渔","牧业"
"002549.SZ","电力及公用事业","环保及公用事业"
"002550.SZ","医药","生物医药"
"002551.SZ","医药","其他医药医疗"
"002552.SZ","机械","运输设备"
"002553.SZ","汽车","汽车零部件"
"002554.SZ","石油石化","油田服务"
"002555.SZ","汽车","汽车零部件"
"002556.SZ","商贸零售","零售"
"002557.SZ","食品饮料","食品"
"002558.SZ","餐饮旅游","景区和旅行社"
"002559.SZ","机械","通用设备"
"002560.SZ","电力设备","输变电设备"
"002561.SZ","商贸零售","零售"
"002562.SZ","基础化工","化学制品"
"002563.SZ","纺织服装","品牌服饰"
"002564.SZ","机械","其他专用设备"
"002565.SZ","轻工制造","其他轻工"
"002566.SZ","医药","中药生产"
"002567.SZ","农林牧渔","牧业"
"002568.SZ","基础化工","化学制品"
"002569.SZ","纺织服装","品牌服饰"
"002570.SZ","食品饮料","食品"
"002571.SZ","轻工制造","其他轻工"
"002572.SZ","轻工制造","其他轻工"
"002573.SZ","电力及公用事业","环保及公用事业"
"002574.SZ","商贸零售","零售"
"002575.SZ","轻工制造","其他轻工"
"002576.SZ","电力设备","电站设备"
"002577.SZ","计算机","计算机硬件"
"002578.SZ","有色金属","工业金属"
"002579.SZ","电子元器件","其他元器件"
"002580.SZ","电力设备","新能源设备"
"002581.SZ","基础化工","农用化工"
"002582.SZ","农林牧渔","农业"
"002583.SZ","通信","通信设备制造"
"002584.SZ","基础化工","化学制品"
"002585.SZ","基础化工","合成纤维及树脂"
"002586.SZ","建筑","建筑施工"
"002587.SZ","电子元器件","电子设备"
"002588.SZ","基础化工","农用化工"
"002589.SZ","医药","中药生产"
"002590.SZ","汽车","汽车零部件"
"002591.SZ","基础化工","化学制品"
"002592.SZ","汽车","汽车零部件"
"002593.SZ","汽车","汽车零部件"
"002594.SZ","汽车","乘用车"
"002595.SZ","机械","通用设备"
"002596.SZ","建材","水泥"
"002597.SZ","基础化工","化学原料"
"002598.SZ","机械","其他专用设备"
"002599.SZ","轻工制造","其他轻工"
"002600.SZ","电子元器件","其他元器件"
"002601.SZ","基础化工","化学制品"
"002602.SZ","汽车","汽车零部件"
"002603.SZ","医药","中药生产"
"002604.SZ","食品饮料","食品"
"002605.SZ","轻工制造","其他轻工"
"002606.SZ","电力设备","输变电设备"
"002607.SZ","汽车","汽车销售及服务"
"002608.SZ","机械","运输设备"
"002609.SZ","计算机","计算机软件"
"002610.SZ","电力设备","新能源设备"
"002611.SZ","机械","其他专用设备"
"002612.SZ","纺织服装","品牌服饰"
"002613.SZ","建材","玻璃"
"002614.SZ","家电","小家电"
"002615.SZ","轻工制造","其他轻工"
"002616.SZ","家电","小家电"
"002617.SZ","电力设备","输变电设备"
"002618.SZ","电子元器件","其他元器件"
"002619.SZ","建材","水泥"
"002620.SZ","建筑","建筑装修"
"002621.SZ","机械","通用设备"
"002622.SZ","电力设备","输变电设备"
"002623.SZ","建材","玻璃"
"002624.SZ","建材","其他建材"
"002625.SZ","汽车","汽车零部件"
"002626.SZ","医药","生物医药"
"002627.SZ","汽车","汽车销售及服务"
"002628.SZ","建筑","建筑施工"
"002629.SZ","石油石化","油田服务"
"002630.SZ","机械","通用设备"
"002631.SZ","农林牧渔","林业"
"002632.SZ","基础化工","化学制品"
"002633.SZ","机械","通用设备"
"002634.SZ","纺织服装","品牌服饰"
"002635.SZ","计算机","计算机硬件"
"002636.SZ","电子元器件","其他元器件"
"002637.SZ","基础化工","化学制品"
"002638.SZ","家电","照明设备及其他"
"002639.SZ","机械","其他专用设备"
"002640.SZ","纺织服装","品牌服饰"
"002641.SZ","建材","其他建材"
"002642.SZ","计算机","计算机软件"
"002643.SZ","基础化工","化学制品"
"002644.SZ","医药","中药生产"
"002645.SZ","机械","金属制品"
"002646.SZ","食品饮料","白酒"
"002647.SZ","电子元器件","其他元器件"
"002648.SZ","石油石化","石油化工"
"002649.SZ","计算机","IT服务"
"002650.SZ","食品饮料","食品"
"002651.SZ","机械","其他专用设备"
"002652.SZ","钢铁","普钢"
"002653.SZ","医药","化学制药"
"002654.SZ","电子元器件","半导体"
"002655.SZ","电子元器件","电子设备"
"002656.SZ","纺织服装","品牌服饰"
"002657.SZ","计算机","IT服务"
"002658.SZ","机械","仪器仪表"
"002659.SZ","建筑","建筑施工"
"002660.SZ","电子元器件","电子设备"
"002661.SZ","农林牧渔","农业"
"002662.SZ","汽车","汽车零部件"
"002663.SZ","建筑","建筑施工"
"002664.SZ","汽车","汽车零部件"
"002665.SZ","电力设备","电站设备"
"002666.SZ","基础化工","化学制品"
"002667.SZ","机械","其他专用设备"
"002668.SZ","家电","白色家电"
"002669.SZ","基础化工","合成纤维及树脂"
"002670.SZ","家电","白色家电"
"002671.SZ","建材","水泥"
"002672.SZ","电力及公用事业","环保及公用事业"
"002673.SZ","非银行金融","证券"
"002674.SZ","纺织服装","纺织制造"
"002675.SZ","医药","化学制药"
"002676.SZ","家电","白色家电"
"002677.SZ","家电","小家电"
"002678.SZ","轻工制造","其他轻工"
"002679.SZ","农林牧渔","林业"
"002680.SZ","机械","工程机械"
"002681.SZ","电子元器件","电子设备"
"002682.SZ","交通运输","公交物流"
"002683.SZ","基础化工","化学制品"
"002684.SZ","汽车","汽车零部件"
"002685.SZ","机械","通用设备"
"002686.SZ","机械","其他专用设备"
"002687.SZ","纺织服装","品牌服饰"
"002688.SZ","医药","生物医药"
"002689.SZ","机械","运输设备"
"002690.SZ","机械","其他专用设备"
"002691.SZ","机械","其他专用设备"
"002692.SZ","电力设备","输变电设备"
"002693.SZ","医药","化学制药"
"002694.SZ","基础化工","化学制品"
"002695.SZ","食品饮料","食品"
"002696.SZ","食品饮料","食品"
"002697.SZ","商贸零售","零售"
"002698.SZ","机械","其他专用设备"
"002699.SZ","纺织服装","纺织制造"
"002700.SZ","电力及公用事业","环保及公用事业"
"002701.SZ","轻工制造","其他轻工"
"002702.SZ","食品饮料","食品"
"002703.SZ","汽车","汽车零部件"
"002705.SZ","家电","小家电"
"002706.SZ","电力设备","输变电设备"
"002707.SZ","餐饮旅游","景区和旅行社"
"002708.SZ","汽车","汽车零部件"
"002709.SZ","基础化工","化学制品"
"002711.SZ","交通运输","公交物流"
"002712.SZ","传媒","传媒"
"002713.SZ","建筑","建筑装修"
"002714.SZ","农林牧渔","牧业"
"002715.SZ","汽车","汽车零部件"
"002716.SZ","有色金属","稀有金属"
"002717.SZ","建筑","建筑施工"
"002718.SZ","建材","其他建材"
"002719.SZ","食品饮料","食品"
"002721.SZ","纺织服装","品牌服饰"
"002722.SZ","机械","其他专用设备"
"002723.SZ","电子元器件","电子设备"
"002724.SZ","电子元器件","电子设备"
"002725.SZ","汽车","汽车零部件"
"002726.SZ","食品饮料","食品"
"002727.SZ","医药","其他医药医疗"
"002728.SZ","医药","化学制药"
"002729.SZ","电力设备","输变电设备"
"002730.SZ","电力设备","输变电设备"
"002731.SZ","商贸零售","零售"
"002732.SZ","食品饮料","食品"
"002733.SZ","电子元器件","其他元器件"
"002734.SZ","基础化工","农用化工"
"002735.SZ","轻工制造","其他轻工"
"002736.SZ","非银行金融","证券"
"002737.SZ","医药","中药生产"
"002738.SZ","有色金属","稀有金属"
"002739.SZ","传媒","传媒"
"002740.SZ","纺织服装","品牌服饰"
"002741.SZ","医药","化学制药"
"002742.SZ","建材","其他建材"
"002743.SZ","机械","金属制品"
"002745.SZ","电子元器件","其他元器件"
"002746.SZ","食品饮料","食品"
"002747.SZ","机械","通用设备"
"002748.SZ","基础化工","化学原料"
"002749.SZ","基础化工","农用化工"
"002750.SZ","医药","中药生产"
"002751.SZ","轻工制造","其他轻工"
"002752.SZ","轻工制造","其他轻工"
"002753.SZ","煤炭","煤炭化工"
"002755.SZ","建筑","建筑施工"
"002756.SZ","钢铁","其他钢铁"
"002757.SZ","机械","通用设备"
"002758.SZ","医药","其他医药医疗"
"002759.SZ","家电","小家电"
"002760.SZ","机械","通用设备"
"002761.SZ","纺织服装","品牌服饰"
"002762.SZ","纺织服装","品牌服饰"
"002763.SZ","纺织服装","品牌服饰"
"002765.SZ","汽车","汽车零部件"
"002766.SZ","计算机","计算机软件"
"002767.SZ","机械","通用设备"
"002768.SZ","基础化工","化学制品"
"002769.SZ","交通运输","公交物流"
"002770.SZ","食品饮料","食品"
"002771.SZ","计算机","计算机硬件"
"002772.SZ","农林牧渔","林业"
"002773.SZ","医药","中药生产"
"002774.SZ","机械","其他专用设备"
"002775.SZ","建筑","建筑施工"
"002776.SZ","纺织服装","纺织制造"
"002777.SZ","计算机","计算机软件"
"002778.SZ","石油石化","石油化工"
"002779.SZ","机械","其他专用设备"
"002780.SZ","纺织服装","品牌服饰"
"002781.SZ","建筑","建筑装修"
"002782.SZ","电子元器件","电子设备"
"002783.SZ","基础化工","化学制品"
"002785.SZ","建材","其他建材"
"002786.SZ","机械","通用设备"
"002787.SZ","机械","金属制品"
"002788.SZ","医药","化学制药"
"002789.SZ","建筑","建筑装修"
"002790.SZ","家电","白色家电"
"002791.SZ","建筑","建筑施工"
"002792.SZ","通信","通信设备制造"
"002793.SZ","机械","其他专用设备"
"002795.SZ","机械","其他专用设备"
"002796.SZ","机械","金属制品"
"002797.SZ","非银行金融","证券"
"002798.SZ","建材","其他建材"
"002799.SZ","轻工制造","其他轻工"
"002800.SZ","交通运输","航空机场"
"002801.SZ","机械","其他专用设备"
"002802.SZ","基础化工","化学原料"
"002803.SZ","轻工制造","其他轻工"
"002805.SZ","基础化工","化学原料"
"002806.SZ","有色金属","工业金属"
"002807.SZ","银行","股份制与城商行"
"002808.SZ","电子元器件","电子设备"
"002809.SZ","基础化工","化学制品"
"002810.SZ","基础化工","化学制品"
"002811.SZ","建筑","建筑装修"
"002812.SZ","轻工制造","其他轻工"
"002813.SZ","通信","通信设备制造"
"002815.SZ","电子元器件","其他元器件"
"002816.SZ","机械","其他专用设备"
"002817.SZ","医药","中药生产"
"002818.SZ","商贸零售","贸易"
"002819.SZ","机械","仪器仪表"
"002820.SZ","食品饮料","食品"
"002821.SZ","医药","化学制药"
"002822.SZ","建筑","建筑装修"
"002823.SZ","机械","其他专用设备"
"002824.SZ","有色金属","工业金属"
"002825.SZ","轻工制造","其他轻工"
"002826.SZ","医药","中药生产"
"002827.SZ","基础化工","化学制品"
"002828.SZ","石油石化","石油开采"
"002829.SZ","通信","通信设备制造"
"002830.SZ","建筑","建筑装修"
"002831.SZ","轻工制造","其他轻工"
"002832.SZ","纺织服装","品牌服饰"
"002833.SZ","机械","其他专用设备"
"002835.SZ","计算机","计算机硬件"
"002836.SZ","轻工制造","其他轻工"
"002837.SZ","机械","其他专用设备"
"002838.SZ","基础化工","化学制品"
"002839.SZ","银行","股份制与城商行"
"002840.SZ","食品饮料","食品"
"002841.SZ","电子元器件","电子设备"
"002842.SZ","有色金属","稀有金属"
"002843.SZ","机械","金属制品"
"002845.SZ","电子元器件","电子设备"
"002846.SZ","轻工制造","其他轻工"
"002847.SZ","食品饮料","食品"
"002848.SZ","通信","通信设备制造"
"002849.SZ","机械","仪器仪表"
"002850.SZ","机械","金属制品"
"002851.SZ","电力设备","输变电设备"
"002852.SZ","农林牧渔","农业"
"002853.SZ","轻工制造","其他轻工"
"002855.SZ","基础化工","化学制品"
"002856.SZ","建筑","建筑装修"
"002857.SZ","机械","仪器仪表"
"002858.SZ","传媒","传媒"
"002859.SZ","轻工制造","其他轻工"
"002860.SZ","家电","白色家电"
"002861.SZ","电子元器件","其他元器件"
"002862.SZ","轻工制造","其他轻工"
"002863.SZ","汽车","汽车零部件"
"002864.SZ","医药","中药生产"
"002865.SZ","汽车","汽车零部件"
"002866.SZ","计算机","计算机硬件"
"002867.SZ","纺织服装","品牌服饰"
"002868.SZ","农林牧渔","牧业"
"002869.SZ","电子元器件","电子设备"
"002870.SZ","机械","仪器仪表"
"002871.SZ","机械","通用设备"
"002872.SZ","医药","其他医药医疗"
"002873.SZ","医药","中药生产"
"002875.SZ","纺织服装","品牌服饰"
"002876.SZ","电子元器件","其他元器件"
"002877.SZ","机械","通用设备"
"002878.SZ","传媒","传媒"
"002879.SZ","电力设备","输变电设备"
"002880.SZ","医药","生物医药"
"002881.SZ","电子元器件","电子设备"
"002882.SZ","电力设备","输变电设备"
"002883.SZ","建筑","建筑施工"
"002884.SZ","机械","通用设备"
"002885.SZ","电力设备","输变电设备"
"002886.SZ","基础化工","化学制品"
"002887.SZ","建筑","建筑装修"
"002888.SZ","电子元器件","其他元器件"
"002889.SZ","传媒","传媒"
"002890.SZ","机械","其他专用设备"
"002891.SZ","食品饮料","食品"
"002892.SZ","电力设备","电站设备"
"002893.SZ","电力及公用事业","环保及公用事业"
"002895.SZ","基础化工","化学原料"
"002896.SZ","机械","其他专用设备"
"002897.SZ","通信","通信设备制造"
"002898.SZ","医药","化学制药"
"002899.SZ","轻工制造","其他轻工"
"002900.SZ","医药","化学制药"
"002901.SZ","医药","其他医药医疗"
"002902.SZ","电子元器件","电子设备"
"002903.SZ","机械","通用设备"
"002905.SZ","传媒","传媒"
"002906.SZ","计算机","计算机硬件"
"002907.SZ","医药","中药生产"
"002908.SZ","通信","通信设备制造"
"002909.SZ","基础化工","化学制品"
"002910.SZ","食品饮料","食品"
"002911.SZ","电力及公用事业","环保及公用事业"
"002912.SZ","计算机","计算机软件"
"002913.SZ","电子元器件","其他元器件"
"002915.SZ","基础化工","化学原料"
"002916.SZ","电子元器件","其他元器件"
"002917.SZ","基础化工","化学制品"
"002918.SZ","建材","其他建材"
"002919.SZ","基础化工","化学制品"
"002920.SZ","汽车","汽车零部件"
"002921.SZ","汽车","汽车零部件"
"002922.SZ","电子元器件","电子设备"
"002923.SZ","医药","化学制药"
"002925.SZ","电子元器件","电子设备"
"002926.SZ","非银行金融","证券"
"002927.SZ","电力设备","输变电设备"
"002928.SZ","交通运输","航空机场"
"002929.SZ","通信","通信设备制造"
"002930.SZ","交通运输","公交物流"
"002931.SZ","机械","通用设备"
"300001.SZ","电力设备","输变电设备"
"300002.SZ","计算机","IT服务"
"300003.SZ","医药","其他医药医疗"
"300004.SZ","机械","工程机械"
"300005.SZ","纺织服装","品牌服饰"
"300006.SZ","医药","生物医药"
"300007.SZ","电子元器件","电子设备"
"300008.SZ","机械","运输设备"
"300009.SZ","医药","生物医药"
"300010.SZ","计算机","IT服务"
"300011.SZ","电力设备","输变电设备"
"300012.SZ","电子元器件","电子设备"
"300013.SZ","交通运输","公交物流"
"300014.SZ","电子元器件","其他元器件"
"300015.SZ","医药","其他医药医疗"
"300016.SZ","医药","化学制药"
"300017.SZ","计算机","IT服务"
"300018.SZ","电力设备","输变电设备"
"300019.SZ","基础化工","化学原料"
"300020.SZ","计算机","IT服务"
"300021.SZ","机械","仪器仪表"
"300022.SZ","汽车","摩托车及其他"
"300023.SZ","机械","其他专用设备"
"300024.SZ","机械","其他专用设备"
"300025.SZ","通信","通信设备制造"
"300026.SZ","医药","中药生产"
"300027.SZ","传媒","传媒"
"300028.SZ","电子元器件","电子设备"
"300029.SZ","机械","其他专用设备"
"300030.SZ","医药","其他医药医疗"
"300031.SZ","基础化工","化学制品"
"300032.SZ","电子元器件","其他元器件"
"300033.SZ","计算机","计算机软件"
"300034.SZ","钢铁","其他钢铁"
"300035.SZ","电力设备","输变电设备"
"300036.SZ","计算机","计算机软件"
"300037.SZ","基础化工","化学原料"
"300038.SZ","通信","通信设备制造"
"300039.SZ","医药","中药生产"
"300040.SZ","电力设备","输变电设备"
"300041.SZ","基础化工","化学原料"
"300042.SZ","电子元器件","电子设备"
"300043.SZ","轻工制造","其他轻工"
"300044.SZ","计算机","计算机软件"
"300045.SZ","计算机","计算机硬件"
"300046.SZ","电子元器件","半导体"
"300047.SZ","通信","通信设备制造"
"300048.SZ","电力设备","输变电设备"
"300049.SZ","医药","中药生产"
"300050.SZ","通信","通信设备制造"
"300051.SZ","传媒","传媒"
"300052.SZ","传媒","传媒"
"300053.SZ","电子元器件","半导体"
"300054.SZ","基础化工","化学原料"
"300055.SZ","电力及公用事业","环保及公用事业"
"300056.SZ","基础化工","化学制品"
"300057.SZ","轻工制造","其他轻工"
"300058.SZ","传媒","传媒"
"300059.SZ","传媒","传媒"
"300061.SZ","轻工制造","其他轻工"
"300062.SZ","电力设备","输变电设备"
"300063.SZ","基础化工","化学制品"
"300064.SZ","建材","其他建材"
"300065.SZ","计算机","计算机硬件"
